date,code,ipodate,code_nam,open,high,low,close,preclose,volume,amount,adjustflag,turn,tradestatus,pctChg,isST
2002-07-16,sh.600000,1999-11-10,浦发银行,1.6641482000,1.7022137600,1.6621961200,1.6807408800,1.6846450400,2326480,40198690.0000,2,0.581620,1,-0.230000,0
2002-07-17,sh.600000,1999-11-10,浦发银行,1.6807408800,1.6885492000,1.6495076000,1.6856210800,1.6807408800,1033398,17723995.0000,2,0.258350,1,0.290000,0
2002-07-18,sh.600000,1999-11-10,浦发银行,1.6856210800,1.7119741600,1.6719565200,1.6934294000,1.6856210800,2182128,37964973.0000,2,0.545532,1,0.460000,0
2002-07-19,sh.600000,1999-11-10,浦发银行,1.6885492000,1.7393032800,1.6885492000,1.7334470400,1.6934294000,6368661,112358137.0000,2,1.592165,1,2.360000,0
2002-07-22,sh.600000,1999-11-10,浦发银行,1.7334470400,1.7363751600,1.6846450400,1.6953814800,1.7334470400,2710959,47343698.0000,2,0.677740,1,-2.200000,0
2002-07-23,sh.600000,1999-11-10,浦发银行,1.6836690000,1.7353991200,1.6797648400,1.7080700000,1.6953814800,5505842,96514890.0000,2,1.376460,1,0.750000,0
2002-07-24,sh.600000,1999-11-10,浦发银行,1.7070939600,1.7334470400,1.7041658400,1.7149022800,1.7080700000,3398660,59771307.0000,2,0.849665,1,0.400000,0
2002-07-25,sh.600000,1999-11-10,浦发银行,1.7178304000,1.7334470400,1.6865971200,1.6944054400,1.7149022800,2415973,42062047.0000,2,0.603993,1,-1.200000,0
2002-07-26,sh.600000,1999-11-10,浦发银行,1.6797648400,1.6934294000,1.6621961200,1.6661002800,1.6944054400,2351803,40323245.0000,2,0.587951,1,-1.670512,0
2002-07-29,sh.600000,1999-11-10,浦发银行,1.6651242400,1.6826929600,1.6582919600,1.6797648400,1.6661002800,1421535,24299536.0000,2,0.355384,1,0.820000,0
2002-07-30,sh.600000,1999-11-10,浦发银行,1.6768367200,1.7373512000,1.6768367200,1.7158783200,1.6797648400,4436266,77974515.0000,2,1.109066,1,2.150000,0
2002-07-31,sh.600000,1999-11-10,浦发银行,1.7041658400,1.7344230800,1.6875731600,1.7031898000,1.7158783200,2952288,51748663.0000,2,0.738072,1,-0.740000,0
2002-08-01,sh.600000,1999-11-10,浦发银行,1.6983096000,1.7139262400,1.6758606800,1.6983096000,1.7031898000,990131,17176049.0000,2,0.247533,1,-0.290000,0
2002-08-02,sh.600000,1999-11-10,浦发银行,1.6983096000,1.7266147600,1.6885492000,1.7070939600,1.6983096000,1715826,30112500.0000,2,0.428957,1,0.520000,0
2002-08-05,sh.600000,1999-11-10,浦发银行,1.7070939600,1.7070939600,1.6690284000,1.6807408800,1.7070939600,1398827,24129679.0000,2,0.349707,1,-1.540000,0
2002-08-06,sh.600000,1999-11-10,浦发银行,1.6690284000,1.7061179200,1.6690284000,1.6924533600,1.6807408800,1375739,23833430.0000,2,0.343935,1,0.700000,0
2002-08-07,sh.600000,1999-11-10,浦发银行,1.6983096000,1.7002616800,1.6817169200,1.6983096000,1.6924533600,709246,12309712.0000,2,0.177312,1,0.350000,0
2002-08-08,sh.600000,1999-11-10,浦发银行,1.6983096000,1.7217345600,1.6983096000,1.7022137600,1.6983096000,1829524,32077539.0000,2,0.457381,1,0.230000,0
2002-08-09,sh.600000,1999-11-10,浦发银行,1.6787888000,1.7129502000,1.6787888000,1.6963575200,1.7022137600,1250502,21710317.0000,2,0.312626,1,-0.340000,0
2002-08-12,sh.600000,1999-11-10,浦发银行,1.6875731600,1.6953814800,1.6768367200,1.6914773200,1.6963575200,1036459,17895737.0000,2,0.259115,1,-0.290000,0
2002-08-13,sh.600000,1999-11-10,浦发银行,1.6865971200,1.6865971200,1.6485315600,1.6553638400,1.6914773200,4657940,79297119.0000,2,1.164485,1,-2.140000,0
2002-08-14,sh.600000,1999-11-10,浦发银行,1.6397472000,1.6592680000,1.6299868000,1.6514596800,1.6553638400,2207985,37123929.0000,2,0.551996,1,-0.240000,0
2002-08-15,sh.600000,1999-11-10,浦发银行,1.6592680000,1.6602440400,1.6475555200,1.6495076000,1.6514596800,602203,10198207.0000,2,0.150551,1,-0.120000,0
2002-08-16,sh.600000,1999-11-10,浦发银行,1.6495076000,1.6592680000,1.6348670000,1.6524357200,1.6495076000,1083791,18260008.0000,2,0.270948,1,0.180000,0
2002-08-19,sh.600000,1999-11-10,浦发银行,1.6592680000,1.6905012800,1.6543878000,1.6826929600,1.6524357200,2032116,34943815.0000,2,0.508029,1,1.830000,0
2002-08-20,sh.600000,1999-11-10,浦发银行,1.6885492000,1.7822490400,1.6836690000,1.7724886400,1.6826929600,18699277,335451210.0000,2,4.674819,1,5.340000,0
2002-08-21,sh.600000,1999-11-10,浦发银行,1.7763928000,1.8154344000,1.7598001200,1.7959136000,1.7724886400,19764031,364098169.0000,2,4.941008,1,1.320000,0
2002-08-22,sh.600000,1999-11-10,浦发银行,1.8181154000,1.8299598000,1.8033099000,1.8225570500,1.7959071500,10687260,131013909.0000,2,1.781210,1,1.480000,0
2002-08-23,sh.600000,1999-11-10,浦发银行,1.8210765000,1.9128706000,1.8136737500,1.8921429000,1.8225570500,31843137,405116895.0000,2,5.307189,1,3.820000,0
2002-08-26,sh.600000,1999-11-10,浦发银行,1.8951040000,1.9054678500,1.8743763000,1.8906623500,1.8921429000,12008659,153305321.0000,2,2.001443,1,-0.080000,0
2002-08-27,sh.600000,1999-11-10,浦发银行,1.8906623500,1.8965845500,1.8447653000,1.8640124500,1.8906623500,11937390,150369765.0000,2,1.989565,1,-1.410000,0
2002-08-28,sh.600000,1999-11-10,浦发银行,1.8580902500,1.8817790500,1.8536486000,1.8684541000,1.8640124500,4317679,54555542.0000,2,0.719613,1,0.240000,0
2002-08-29,sh.600000,1999-11-10,浦发银行,1.8684541000,1.8877012500,1.8432847500,1.8477264000,1.8684541000,4990494,62748787.0000,2,0.831749,1,-1.110000,0
2002-08-30,sh.600000,1999-11-10,浦发银行,1.8477264000,1.8580902500,1.8373625500,1.8492069500,1.8477264000,2610256,32577014.0000,2,0.435043,1,0.080000,0
2002-09-02,sh.600000,1999-11-10,浦发银行,1.8492069500,1.8654930000,1.8373625500,1.8536486000,1.8492069500,2873662,35847568.0000,2,0.478944,1,0.240000,0
2002-09-03,sh.600000,1999-11-10,浦发银行,1.8654930000,1.9276761000,1.8654930000,1.9247150000,1.8536486000,12725745,163820226.0000,2,2.120958,1,3.830000,0
2002-09-04,sh.600000,1999-11-10,浦发银行,1.9247150000,1.9276761000,1.8891818000,1.9010262000,1.9247150000,6662305,85783411.0000,2,1.110384,1,-1.230000,0
2002-09-05,sh.600000,1999-11-10,浦发银行,1.8980651000,1.8980651000,1.8403236500,1.8625319000,1.9010262000,9013100,113412574.0000,2,1.502183,1,-2.020000,0
2002-09-06,sh.600000,1999-11-10,浦发银行,1.8506875000,1.8654930000,1.8373625500,1.8403236500,1.8625319000,4573314,57090350.0000,2,0.762219,1,-1.190000,0
2002-09-09,sh.600000,1999-11-10,浦发银行,1.8358820000,1.8358820000,1.7973877000,1.8121932000,1.8403236500,5374321,65796161.0000,2,0.895720,1,-1.530000,0
2002-09-10,sh.600000,1999-11-10,浦发银行,1.8062710000,1.8358820000,1.8033099000,1.8255181500,1.8121932000,2778381,34159525.0000,2,0.463064,1,0.740000,0
2002-09-11,sh.600000,1999-11-10,浦发银行,1.8299598000,1.8492069500,1.7988682500,1.8284792500,1.8255181500,4238321,52199219.0000,2,0.706387,1,0.160000,0
2002-09-12,sh.600000,1999-11-10,浦发银行,1.8240376000,1.8432847500,1.8092321000,1.8255181500,1.8284792500,2004930,24748662.0000,2,0.334155,1,-0.160000,0
2002-09-13,sh.600000,1999-11-10,浦发银行,1.8210765000,1.8329209000,1.8195959500,1.8255181500,1.8255181500,1399350,17257435.0000,2,0.233225,1,0.000000,0
2002-09-16,sh.600000,1999-11-10,浦发银行,1.8210765000,1.8210765000,1.7588934000,1.7618545000,1.8255181500,5812436,69662603.0000,2,0.968739,1,-3.490000,0
2002-09-17,sh.600000,1999-11-10,浦发银行,1.7633350500,1.7914655000,1.7396462500,1.7692572500,1.7618545000,2796454,33230885.0000,2,0.466076,1,0.420000,0
2002-09-18,sh.600000,1999-11-10,浦发银行,1.7692572500,1.7692572500,1.7544517500,1.7544517500,1.7692572500,1316618,15644393.0000,2,0.219436,1,-0.840000,0
2002-09-19,sh.600000,1999-11-10,浦发银行,1.7514906500,1.8033099000,1.7218796500,1.7914655000,1.7544517500,3372809,40068414.0000,2,0.562135,1,2.110000,0
2002-09-20,sh.600000,1999-11-10,浦发银行,1.7914655000,1.7914655000,1.7914655000,1.7914655000,1.7914655000,0,0.0000,2,,0,0.000000,0
2002-09-23,sh.600000,1999-11-10,浦发银行,1.7544517500,1.7796211000,1.7337240500,1.7603739500,1.7914655000,1540394,18317152.0000,2,0.256732,1,-1.740000,0
2002-09-24,sh.600000,1999-11-10,浦发银行,1.7618545000,1.7736989000,1.7559323000,1.7618545000,1.7603739500,1187984,14140553.0000,2,0.197997,1,0.080000,0
2002-09-25,sh.600000,1999-11-10,浦发银行,1.7618545000,1.7885044000,1.7559323000,1.7648156000,1.7618545000,1484149,17765864.0000,2,0.247358,1,0.170000,0
2002-09-26,sh.600000,1999-11-10,浦发银行,1.7618545000,1.7796211000,1.7588934000,1.7633350500,1.7648156000,1394643,16673288.0000,2,0.232440,1,-0.080000,0
2002-09-27,sh.600000,1999-11-10,浦发银行,1.7781405500,1.7914655000,1.7470490000,1.7574128500,1.7633350500,4171824,49805140.0000,2,0.695304,1,-0.340000,0
2002-10-08,sh.600000,1999-11-10,浦发银行,1.7470490000,1.7470490000,1.6996714000,1.7026325000,1.7574128500,2023850,23463439.0000,2,0.337308,1,-3.120000,0
2002-10-09,sh.600000,1999-11-10,浦发银行,1.7100352500,1.7159574500,1.6804242500,1.6863464500,1.7026325000,1496401,17098637.0000,2,0.249400,1,-0.960000,0
2002-10-10,sh.600000,1999-11-10,浦发银行,1.6863464500,1.7055936000,1.6212022500,1.6330466500,1.6863464500,3146705,35220650.0000,2,0.524451,1,-3.160000,0
2002-10-11,sh.600000,1999-11-10,浦发银行,1.6345272000,1.6508132500,1.5989940000,1.6034356500,1.6330466500,2706783,29532185.0000,2,0.451130,1,-1.810000,0
2002-10-14,sh.600000,1999-11-10,浦发银行,1.5989940000,1.6078773000,1.5619802500,1.5989940000,1.6034356500,1687226,18053517.0000,2,0.281204,1,-0.280000,0
2002-10-15,sh.600000,1999-11-10,浦发银行,1.5989940000,1.6093578500,1.5619802500,1.5708635500,1.5989940000,1887584,20174260.0000,2,0.314597,1,-1.760000,0
2002-10-16,sh.600000,1999-11-10,浦发银行,1.5693830000,1.6226828000,1.5693830000,1.6182411500,1.5708635500,2195555,23858923.0000,2,0.365926,1,3.020000,0
2002-10-17,sh.600000,1999-11-10,浦发银行,1.6212022500,1.6256439000,1.5693830000,1.5782663000,1.6182411500,1859287,19944028.0000,2,0.309881,1,-2.470000,0
2002-10-18,sh.600000,1999-11-10,浦发银行,1.5782663000,1.6152800500,1.5693830000,1.6049162000,1.5782663000,1259724,13578039.0000,2,0.209954,1,1.690000,0
2002-10-21,sh.600000,1999-11-10,浦发银行,1.6049162000,1.6286050000,1.5856690500,1.6152800500,1.6049162000,1014910,11006206.0000,2,0.169152,1,0.650000,0
2002-10-22,sh.600000,1999-11-10,浦发银行,1.6212022500,1.6582160000,1.6167606000,1.6463716000,1.6152800500,2626406,29155521.0000,2,0.437734,1,1.920000,0
2002-10-23,sh.600000,1999-11-10,浦发银行,1.6508132500,1.6670993000,1.6256439000,1.6315661000,1.6463716000,2257136,24892171.0000,2,0.376189,1,-0.900000,0
2002-10-24,sh.600000,1999-11-10,浦发银行,1.6434105000,1.6448910500,1.6049162000,1.6078773000,1.6315661000,1416799,15469040.0000,2,0.236133,1,-1.450000,0
2002-10-25,sh.600000,1999-11-10,浦发银行,1.6078773000,1.6226828000,1.5960329000,1.5975134500,1.6078773000,1089334,11844647.0000,2,0.181556,1,-0.640000,0
2002-10-28,sh.600000,1999-11-10,浦发银行,1.6004745500,1.6004745500,1.5516164000,1.5723441000,1.5975134500,1949334,20693574.0000,2,0.324889,1,-1.580000,0
2002-10-29,sh.600000,1999-11-10,浦发银行,1.5708635500,1.5915912500,1.5545775000,1.5915912500,1.5723441000,1115961,11850685.0000,2,0.185994,1,1.220000,0
2002-10-30,sh.600000,1999-11-10,浦发银行,1.4805500000,1.6004745500,1.4805500000,1.5841885000,1.5915912500,534602,5718355.0000,2,0.089100,1,-0.470000,0
2002-10-31,sh.600000,1999-11-10,浦发银行,1.5841885000,1.6137995000,1.5841885000,1.5856690500,1.5841885000,1295967,14008780.0000,2,0.215994,1,0.090000,0
2002-11-01,sh.600000,1999-11-10,浦发银行,1.5841885000,1.5975134500,1.5738246500,1.5886301500,1.5856690500,604067,6463728.0000,2,0.100678,1,0.190000,0
2002-11-04,sh.600000,1999-11-10,浦发银行,1.6123189500,1.6330466500,1.5989940000,1.6315661000,1.5886301500,1963706,21484102.0000,2,0.327284,1,2.700000,0
2002-11-05,sh.600000,1999-11-10,浦发银行,1.6434105000,1.6848659000,1.6315661000,1.6596965500,1.6315661000,4341196,48649285.0000,2,0.723533,1,1.720000,0
2002-11-06,sh.600000,1999-11-10,浦发银行,1.6656187500,1.6730215000,1.6448910500,1.6567354500,1.6596965500,1839992,20600053.0000,2,0.306665,1,-0.180000,0
2002-11-07,sh.600000,1999-11-10,浦发银行,1.6582160000,1.6804242500,1.6552549000,1.6730215000,1.6567354500,2665225,30052931.0000,2,0.444204,1,0.980000,0
2002-11-08,sh.600000,1999-11-10,浦发银行,1.7026325000,1.7174380000,1.6241633500,1.6286050000,1.6730215000,5477896,61638622.0000,2,0.912983,1,-2.650000,0
2002-11-11,sh.600000,1999-11-10,浦发银行,1.6286050000,1.6434105000,1.5693830000,1.5871496000,1.6286050000,4601282,49492013.0000,2,0.766880,1,-2.550000,0
2002-11-12,sh.600000,1999-11-10,浦发银行,1.5915912500,1.6300855500,1.5827079500,1.6123189500,1.5871496000,6271528,68304163.0000,2,1.045255,1,1.590000,0
2002-11-13,sh.600000,1999-11-10,浦发银行,1.5989940000,1.6123189500,1.5841885000,1.6108384000,1.6123189500,2128829,22955777.0000,2,0.354805,1,-0.090000,0
2002-11-14,sh.600000,1999-11-10,浦发银行,1.6108384000,1.6123189500,1.5782663000,1.5812274000,1.6108384000,1417220,15275829.0000,2,0.236203,1,-1.840000,0
2002-11-15,sh.600000,1999-11-10,浦发银行,1.5767857500,1.6123189500,1.5708635500,1.5945523500,1.5812274000,1735623,18679774.0000,2,0.289271,1,0.840000,0
2002-11-18,sh.600000,1999-11-10,浦发银行,1.5945523500,1.6212022500,1.5782663000,1.5871496000,1.5945523500,2068829,22311189.0000,2,0.344805,1,-0.460000,0
2002-11-19,sh.600000,1999-11-10,浦发银行,1.5841885000,1.5960329000,1.5738246500,1.5915912500,1.5871496000,1551906,16587406.0000,2,0.258651,1,0.280000,0
2002-11-20,sh.600000,1999-11-10,浦发银行,1.5886301500,1.5930718000,1.5412525500,1.5471747500,1.5915912500,2371358,24964012.0000,2,0.395226,1,-2.790000,0
2002-11-21,sh.600000,1999-11-10,浦发银行,1.5427331000,1.5442136500,1.5042388000,1.5057193500,1.5471747500,2490430,25612956.0000,2,0.415072,1,-2.680000,0
2002-11-22,sh.600000,1999-11-10,浦发银行,1.5057193500,1.5397720000,1.4835111000,1.5175637500,1.5057193500,2089198,21344592.0000,2,0.348200,1,0.790000,0
2002-11-25,sh.600000,1999-11-10,浦发银行,1.5101610000,1.5545775000,1.4968360500,1.5190443000,1.5175637500,865298,8847404.0000,2,0.144216,1,0.100000,0
2002-11-26,sh.600000,1999-11-10,浦发银行,1.5249665000,1.5353303500,1.4879527500,1.4894333000,1.5190443000,1129990,11495239.0000,2,0.188332,1,-1.950000,0
2002-11-27,sh.600000,1999-11-10,浦发银行,1.4790694500,1.4983166000,1.4627834000,1.4879527500,1.4894333000,2318872,23124626.0000,2,0.386479,1,-0.100000,0
2002-11-28,sh.600000,1999-11-10,浦发银行,1.4923944000,1.5249665000,1.4805500000,1.5234859500,1.4879527500,1380189,13971725.0000,2,0.230031,1,2.390000,0
2002-11-29,sh.600000,1999-11-10,浦发银行,1.5323692500,1.5619802500,1.5116415500,1.5353303500,1.5234859500,3043763,31714627.0000,2,0.507294,1,0.780000,0
2002-12-02,sh.600000,1999-11-10,浦发银行,1.5323692500,1.5323692500,1.4909138500,1.4953555000,1.5353303500,1492170,15211698.0000,2,0.248695,1,-2.600000,0
2002-12-03,sh.600000,1999-11-10,浦发银行,1.4953555000,1.5131221000,1.4805500000,1.5071999000,1.4953555000,743574,7548270.0000,2,0.123929,1,0.790000,0
2002-12-04,sh.600000,1999-11-10,浦发银行,1.5175637500,1.5368109000,1.5071999000,1.5101610000,1.5071999000,1226514,12603696.0000,2,0.204419,1,0.200000,0
2002-12-05,sh.600000,1999-11-10,浦发银行,1.5146026500,1.5175637500,1.4835111000,1.4953555000,1.5101610000,1617489,16308734.0000,2,0.269581,1,-0.980000,0
2002-12-06,sh.600000,1999-11-10,浦发银行,1.4953555000,1.5101610000,1.4835111000,1.4968360500,1.4953555000,572710,5786663.0000,2,0.095452,1,0.100000,0
2002-12-09,sh.600000,1999-11-10,浦发银行,1.4953555000,1.4997971500,1.4805500000,1.4909138500,1.4968360500,809550,8134135.0000,2,0.134925,1,-0.400000,0
2002-12-10,sh.600000,1999-11-10,浦发银行,1.4909138500,1.4997971500,1.4790694500,1.4790694500,1.4909138500,1286706,12914650.0000,2,0.214451,1,-0.790000,0
2002-12-11,sh.600000,1999-11-10,浦发银行,1.4761083500,1.4805500000,1.4657445000,1.4731472500,1.4790694500,846635,8415787.0000,2,0.141106,1,-0.400000,0
2002-12-12,sh.600000,1999-11-10,浦发银行,1.4805500000,1.5086804500,1.4627834000,1.4657445000,1.4731472500,2397979,24034591.0000,2,0.399663,1,-0.500000,0
2002-12-13,sh.600000,1999-11-10,浦发银行,1.4583417500,1.4820305500,1.4450168000,1.4701861500,1.4657445000,1180957,11676789.0000,2,0.196826,1,0.300000,0
2002-12-16,sh.600000,1999-11-10,浦发银行,1.4805500000,1.4805500000,1.4657445000,1.4790694500,1.4701861500,1376316,13716901.0000,2,0.229386,1,0.600000,0
2002-12-17,sh.600000,1999-11-10,浦发银行,1.4790694500,1.4909138500,1.4701861500,1.4805500000,1.4790694500,1694605,16928617.0000,2,0.282434,1,0.100000,0
2002-12-18,sh.600000,1999-11-10,浦发银行,1.4835111000,1.4938749500,1.4790694500,1.4805500000,1.4805500000,1208250,12125308.0000,2,0.201375,1,0.000000,0
2002-12-19,sh.600000,1999-11-10,浦发银行,1.4805500000,1.4805500000,1.4657445000,1.4761083500,1.4805500000,601238,5985756.0000,2,0.100206,1,-0.300000,0
2002-12-20,sh.600000,1999-11-10,浦发银行,1.4805500000,1.4938749500,1.4687056000,1.4894333000,1.4761083500,1232421,12320074.0000,2,0.205404,1,0.900000,0
2002-12-23,sh.600000,1999-11-10,浦发银行,1.4879527500,1.5071999000,1.4879527500,1.4909138500,1.4894333000,1315959,13311931.0000,2,0.219326,1,0.100000,0
2002-12-24,sh.600000,1999-11-10,浦发银行,1.4894333000,1.4909138500,1.4716667000,1.4761083500,1.4909138500,1531440,15282560.0000,2,0.255240,1,-0.990000,0
2002-12-25,sh.600000,1999-11-10,浦发银行,1.4775889000,1.4805500000,1.4657445000,1.4701861500,1.4761083500,1545164,15349888.0000,2,0.257527,1,-0.400000,0
2002-12-26,sh.600000,1999-11-10,浦发银行,1.4642639500,1.4657445000,1.4213280000,1.4242891000,1.4701861500,2219125,21659907.0000,2,0.369854,1,-3.120000,0
2002-12-27,sh.600000,1999-11-10,浦发银行,1.4213280000,1.4242891000,1.3857948000,1.3991197500,1.4242891000,1821746,17245671.0000,2,0.303624,1,-1.770000,0
2002-12-30,sh.600000,1999-11-10,浦发银行,1.3324950000,1.4953555000,1.3117673000,1.4316918500,1.3991197500,8053978,73598787.0000,2,1.342330,1,2.330000,0
2002-12-31,sh.600000,1999-11-10,浦发银行,1.4805500000,1.4820305500,1.3680282000,1.4598223000,1.4316918500,14351902,138977360.0000,2,2.391984,1,1.960000,0
2003-01-02,sh.600000,1999-11-10,浦发银行,1.4035614000,1.4035614000,1.3295339000,1.3695087500,1.4598223000,6175312,56492999.0000,2,1.029219,1,-6.190000,0
2003-01-03,sh.600000,1999-11-10,浦发银行,1.3695087500,1.3695087500,1.3695087500,1.3695087500,1.3695087500,0,0.0000,2,,0,0.000000,0
2003-01-06,sh.600000,1999-11-10,浦发银行,1.3695087500,1.3695087500,1.3695087500,1.3695087500,1.3695087500,0,0.0000,2,,0,0.000000,0
2003-01-07,sh.600000,1999-11-10,浦发银行,1.3695087500,1.3695087500,1.3695087500,1.3695087500,1.3695087500,0,0.0000,2,,0,0.000000,0
2003-01-08,sh.600000,1999-11-10,浦发银行,1.3695087500,1.3695087500,1.3695087500,1.3695087500,1.3695087500,0,0.0000,2,,0,0.000000,0
2003-01-09,sh.600000,1999-11-10,浦发银行,1.3695087500,1.4065225000,1.3339755500,1.3798726000,1.3695087500,16252118,151195870.0000,2,2.708686,1,0.760000,0
2003-01-10,sh.600000,1999-11-10,浦发银行,1.3917170000,1.4790694500,1.3828337000,1.4257696500,1.3798726000,20616171,199555074.0000,2,3.436028,1,3.330000,0
2003-01-13,sh.600000,1999-11-10,浦发银行,1.4213280000,1.4302113000,1.3635865500,1.3798726000,1.4257696500,9862046,92726848.0000,2,1.643674,1,-3.220000,0
2003-01-14,sh.600000,1999-11-10,浦发银行,1.3769115000,1.5175637500,1.3739504000,1.5175637500,1.3798726000,35624785,357536607.0000,2,5.937464,1,9.980000,0
2003-01-15,sh.600000,1999-11-10,浦发银行,1.5175637500,1.5249665000,1.4509390000,1.4879527500,1.5175637500,18500975,185463257.0000,2,3.083496,1,-1.950000,0
2003-01-16,sh.600000,1999-11-10,浦发银行,1.4746278000,1.4909138500,1.4524195500,1.4805500000,1.4879527500,15488144,154355849.0000,2,2.581357,1,-0.500000,0
2003-01-17,sh.600000,1999-11-10,浦发银行,1.4805500000,1.5368109000,1.4790694500,1.5086804500,1.4805500000,33774314,344912904.0000,2,5.629052,1,1.900000,0
2003-01-20,sh.600000,1999-11-10,浦发银行,1.4065225000,1.4923944000,1.4035614000,1.4716667000,1.5086804500,116581066,1133235581.0000,2,12.953452,1,-2.450000,0
2003-01-21,sh.600000,1999-11-10,浦发银行,1.4672250500,1.4968360500,1.4287307500,1.4331724000,1.4716667000,40029833,395495503.0000,2,4.447759,1,-2.620000,0
2003-01-22,sh.600000,1999-11-10,浦发银行,1.4316918500,1.4627834000,1.4035614000,1.4302113000,1.4331724000,22383406,216056587.0000,2,2.487045,1,-0.210000,0
2003-01-23,sh.600000,1999-11-10,浦发银行,1.4287307500,1.4479779000,1.4154058000,1.4213280000,1.4302113000,9221879,88924747.0000,2,1.024653,1,-0.620000,0
2003-01-24,sh.600000,1999-11-10,浦发银行,1.4198474500,1.4657445000,1.4154058000,1.4627834000,1.4213280000,19975811,195213178.0000,2,2.219535,1,2.920000,0
2003-01-27,sh.600000,1999-11-10,浦发银行,1.4687056000,1.5057193500,1.4583417500,1.4909138500,1.4627834000,33974484,341870097.0000,2,3.774943,1,1.920000,0
2003-01-28,sh.600000,1999-11-10,浦发银行,1.4849916500,1.5160832000,1.4805500000,1.5057193500,1.4909138500,16721870,169808283.0000,2,1.857986,1,0.990000,0
2003-01-29,sh.600000,1999-11-10,浦发银行,1.5071999000,1.5619802500,1.5057193500,1.5264470500,1.5057193500,34367124,356845519.0000,2,3.818569,1,1.380000,0
2003-02-10,sh.600000,1999-11-10,浦发银行,1.5249665000,1.5249665000,1.4879527500,1.4938749500,1.5264470500,13594932,137757904.0000,2,1.510548,1,-2.130000,0
2003-02-11,sh.600000,1999-11-10,浦发银行,1.4879527500,1.5160832000,1.4864722000,1.5101610000,1.4938749500,7363902,74658294.0000,2,0.818211,1,1.090000,0
2003-02-12,sh.600000,1999-11-10,浦发银行,1.5101610000,1.5279276000,1.4968360500,1.5264470500,1.5101610000,9994323,102326634.0000,2,1.110480,1,1.080000,0
2003-02-13,sh.600000,1999-11-10,浦发银行,1.5264470500,1.5427331000,1.4938749500,1.4997971500,1.5264470500,14343147,146725623.0000,2,1.593683,1,-1.750000,0
2003-02-14,sh.600000,1999-11-10,浦发银行,1.4983166000,1.5234859500,1.4938749500,1.5027582500,1.4997971500,8957230,91107935.0000,2,0.995248,1,0.200000,0
2003-02-17,sh.600000,1999-11-10,浦发银行,1.5027582500,1.5101610000,1.4731472500,1.4790694500,1.5027582500,10980561,110205051.0000,2,1.220062,1,-1.580000,0
2003-02-18,sh.600000,1999-11-10,浦发银行,1.4790694500,1.4909138500,1.4568612000,1.4731472500,1.4790694500,12975956,128632751.0000,2,1.441773,1,-0.400000,0
2003-02-19,sh.600000,1999-11-10,浦发银行,1.4775889000,1.4879527500,1.4583417500,1.4864722000,1.4731472500,7187176,71654199.0000,2,0.798575,1,0.900000,0
2003-02-20,sh.600000,1999-11-10,浦发银行,1.4879527500,1.4894333000,1.4642639500,1.4731472500,1.4864722000,7126387,71001861.0000,2,0.791821,1,-0.900000,0
2003-02-21,sh.600000,1999-11-10,浦发银行,1.4731472500,1.4731472500,1.4228085500,1.4257696500,1.4731472500,12541191,122433601.0000,2,1.393466,1,-3.220000,0
2003-02-24,sh.600000,1999-11-10,浦发银行,1.4198474500,1.4405751500,1.4183669000,1.4272502000,1.4257696500,6229956,59989625.0000,2,0.692217,1,0.100000,0
2003-02-25,sh.600000,1999-11-10,浦发银行,1.4109641500,1.4598223000,1.4065225000,1.4464973500,1.4272502000,7620862,74292087.0000,2,0.846762,1,1.350000,0
2003-02-26,sh.600000,1999-11-10,浦发银行,1.4479779000,1.4701861500,1.4464973500,1.4509390000,1.4464973500,6114314,60191829.0000,2,0.679368,1,0.310000,0
2003-02-27,sh.600000,1999-11-10,浦发银行,1.4583417500,1.4864722000,1.4539001000,1.4805500000,1.4509390000,11331997,112757936.0000,2,1.259111,1,2.040000,0
2003-02-28,sh.600000,1999-11-10,浦发银行,1.4790694500,1.4835111000,1.4494584500,1.4539001000,1.4805500000,8520455,84194611.0000,2,0.946717,1,-1.800000,0
2003-03-03,sh.600000,1999-11-10,浦发银行,1.4583417500,1.4761083500,1.4479779000,1.4672250500,1.4539001000,3291616,32482658.0000,2,0.365735,1,0.920000,0
2003-03-04,sh.600000,1999-11-10,浦发银行,1.4701861500,1.5042388000,1.4701861500,1.4953555000,1.4672250500,14597064,146875952.0000,2,1.621896,1,1.920000,0
2003-03-05,sh.600000,1999-11-10,浦发银行,1.4938749500,1.4953555000,1.4687056000,1.4805500000,1.4953555000,5689559,56832636.0000,2,0.632173,1,-0.990000,0
2003-03-06,sh.600000,1999-11-10,浦发银行,1.4805500000,1.4849916500,1.4553806500,1.4583417500,1.4805500000,6582164,65264487.0000,2,0.731352,1,-1.500000,0
2003-03-07,sh.600000,1999-11-10,浦发银行,1.4539001000,1.4672250500,1.4509390000,1.4583417500,1.4583417500,4735706,46682181.0000,2,0.526190,1,0.000000,0
2003-03-10,sh.600000,1999-11-10,浦发银行,1.4583417500,1.4657445000,1.4361335000,1.4376140500,1.4583417500,6386023,62401639.0000,2,0.709558,1,-1.420000,0
2003-03-11,sh.600000,1999-11-10,浦发银行,1.4361335000,1.4435362500,1.4287307500,1.4376140500,1.4376140500,6575833,63759939.0000,2,0.730648,1,0.000000,0
2003-03-12,sh.600000,1999-11-10,浦发银行,1.4361335000,1.4494584500,1.4287307500,1.4494584500,1.4376140500,3577658,34725875.0000,2,0.397518,1,0.820000,0
