code,rps,gains
sz.002312,89.63592878022854,18.076285240464344
sh.600104,89.60935423863938,18.062397372742208
sz.300089,89.58277969705023,18.05869074492101
sz.300747,89.55620515546107,18.0032899317233
sh.600276,89.52963061387192,17.91208791208791
sz.002867,89.50305607228275,17.881755531374683
sh.600810,89.47648153069359,17.84431137724551
sz.002851,89.44990698910445,17.8048780487805
sh.601208,89.42333244751528,17.77041942604856
sz.002402,89.39675790592612,17.707150964812698
sh.600456,89.37018336433697,17.413073713490952
sz.300012,89.34360882274781,17.382888114595442
sh.600976,89.31703428115864,17.345537757437064
sz.000768,89.2904597395695,17.24665391969408
sz.002801,89.26388519798033,17.073170731707325
sh.600696,89.23731065639117,16.975609756097562
sh.601615,89.21073611480202,16.94610778443115
sh.600313,89.18416157321286,16.945107398568016
sh.603885,89.1575870316237,16.872427983539083
sz.300129,89.13101249003455,16.831683168316843
sz.002335,89.1044379484454,16.8260614629449
sz.002324,89.07786340685622,16.821192052980138
sh.603993,89.05128886526708,16.666666666666675
sz.300720,89.02471432367791,16.61807580174928
sz.002925,88.99813978208876,16.519823788546244
sz.300409,88.9715652404996,16.498838109992246
sh.600997,88.94499069891044,16.415094339622645
sh.600379,88.91841615732129,16.39610389610389
sz.002311,88.89184161573212,16.365788694880145
sz.300687,88.86526707414298,16.00896860986547
sh.601877,88.83869253255381,15.9873617693523
sh.603303,88.81211799096465,15.974729241877252
sz.000807,88.78554344937551,15.954415954415971
sz.002293,88.75896890778634,15.951492537313422
sh.600111,88.73239436619718,15.909090909090912
sh.603348,88.70581982460803,15.736040609137063
sh.600933,88.67924528301887,15.727002967359043
sh.688139,88.6526707414297,15.587499999999999
sh.603236,88.62609619984056,15.326391118858663
sz.002865,88.5995216582514,15.230961298377037
sz.300376,88.57294711666223,15.209125475285168
sz.002162,88.54637257507308,15.160349854227405
sh.603317,88.51979803348392,15.147361206305696
sz.000767,88.49322349189477,15.139442231075712
sh.600292,88.4666489503056,15.036231884057974
sz.002333,88.44007440871646,14.814814814814806
sh.600509,88.41349986712729,14.754098360655737
sh.601598,88.38692532553813,14.749262536873156
sz.002730,88.36035078394897,14.734088927637309
sz.002739,88.33377624235982,14.71910112359551
sh.600160,88.30720170077066,14.617486338797816
sz.002714,88.2806271591815,14.548387096774196
sz.300301,88.25405261759235,14.498141263940525
sz.300337,88.22747807600318,14.423076923076913
sh.600158,88.20090353441404,14.23877327491784
sh.600596,88.17432899282487,14.035087719298259
sh.600141,88.14775445123571,14.026717557251898
sh.600059,88.12117990964656,13.897280966767381
sz.300343,88.0946053680574,13.80753138075314
sh.600733,88.06803082646825,13.806970509383381
sh.603939,88.04145628487909,13.788748564867975
sz.300121,88.01488174328993,13.73976342129208
sh.603456,87.98830720170076,13.637660485021403
sh.601777,87.96173266011161,13.417190775681354
sh.600507,87.93515811852247,13.344887348353563
sh.603517,87.9085835769333,13.318155947638024
sz.000830,87.88200903534414,13.155473781048773
sz.300613,87.85543449375498,13.078648085856157
sz.300032,87.82885995216583,12.975391498881434
sz.002876,87.80228541057666,12.960204298786968
sh.600798,87.77571086898752,12.893081761006279
sz.002230,87.74913632739836,12.868217054263557
sh.603177,87.72256178580919,12.137486573576787
sz.002219,87.69598724422003,12.101910828025474
sh.601818,87.66941270263088,12.08226221079692
sz.002469,87.64283816104172,12.037037037037027
sz.300604,87.61626361945257,11.87258687258689
sh.600237,87.58968907786341,11.864406779661023
sh.601939,87.56311453627424,11.793214862681737
sh.600691,87.53653999468509,11.764705882352953
sh.601866,87.50996545309593,11.737089201877934
sh.600771,87.48339091150677,11.692506459948312
sh.600295,87.45681636991762,11.64383561643835
sz.002056,87.43024182832846,11.624072547403118
sz.002202,87.4036672867393,11.610791896951467
sz.002342,87.37709274515014,11.607142857142861
sz.300622,87.350518203561,11.56462585034013
sz.002703,87.32394366197182,11.545623836126632
sh.603187,87.29736912038267,11.436363636363636
sz.300083,87.27079457879353,11.355633802816909
sh.601003,87.24422003720436,11.313131313131306
sh.600356,87.2176454956152,11.219512195121952
sz.300064,87.19107095402605,11.158798283261794
sh.603180,87.16449641243689,11.136726369923746
sz.002129,87.13792187084772,11.12963734889538
sz.002791,87.11134732925856,11.086014284842193
sh.600674,87.08477278766942,11.076604554865426
sh.600395,87.05819824608025,10.979729729729735
sz.002294,87.0316237044911,10.870185449358068
sz.002236,87.00504916290194,10.836219693221166
sz.002255,86.97847462131278,10.773480662983417
sh.603126,86.95190007972361,10.743801652892571
sz.300461,86.92532553813447,10.687432867883986
sz.002258,86.89875099654532,10.65405183052242
sz.300008,86.87217645495615,10.585585585585578
sz.300116,86.84560191336699,10.559006211180119
sz.300651,86.81902737177784,10.535852964017604
sz.002643,86.79245283018868,10.497237569060765
sz.002172,86.76587828859952,10.452961672473862
sh.603161,86.73930374701037,10.365398956002988
sh.603277,86.71272920542121,10.225107193827204
sh.603555,86.68615466383204,10.215053763440844
sz.000528,86.65958012224289,10.209790209790203
sh.600039,86.63300558065373,10.208816705336437
sh.600428,86.60643103906457,10.000000000000009
sz.002288,86.57985649747542,9.925925925925926
sh.603268,86.55328195588626,9.841479524438562
sz.300693,86.52670741429709,9.811165845648606
sz.300187,86.50013287270795,9.706959706959712
sz.300669,86.47355833111878,9.671532846715326
sz.002850,86.44698378952963,9.591056192997934
sz.000951,86.42040924794048,9.509454645108246
sz.300402,86.39383470635131,9.488372093023251
sz.300432,86.36726016476216,9.454949944382642
sz.000002,86.340685623173,9.379356805509047
sz.002853,86.31411108158385,9.331197436924317
sz.002050,86.28753653999468,9.28139971000947
sh.600999,86.26096199840553,9.257175338852267
sh.600362,86.23438745681638,9.250585480093688
sh.600623,86.20781291522721,9.185441941074528
sz.002706,86.18123837363805,9.041939207387463
sz.002668,86.1546638320489,9.023941068139967
sz.300228,86.12808929045974,8.977035490605422
sh.688198,86.10151474887058,8.847613341322148
sz.002015,86.07494020728143,8.843537414965995
sz.000591,86.04836566569227,8.82352941176471
sz.300713,86.0217911241031,8.732394366197186
sz.000713,85.99521658251395,8.663967611336036
sh.600740,85.96864204092479,8.620689655172416
sh.601009,85.94206749933564,8.521303258145359
sz.000422,85.91549295774648,8.494208494208502
sz.300151,85.88891841615732,8.485856905158066
sz.300217,85.86234387456817,8.333333333333323
sh.600319,85.83576933297901,8.295964125560541
sz.000911,85.80919479138984,8.262108262108264
sh.600029,85.78262024980069,8.181818181818185
sh.600012,85.75604570821153,8.113207547169823
sh.600738,85.72947116662237,8.06174957118353
sh.600207,85.70289662503322,7.956600361663643
sz.002557,85.67632208344406,7.908002520478896
sh.603786,85.64974754185491,7.8633540372670785
sz.002484,85.62317300026574,7.831900668576871
sz.002249,85.59659845867658,7.828282828282819
sz.000983,85.57002391708744,7.819905213270144
sz.002705,85.54344937549827,7.7254142457499535
sz.002752,85.51687483390911,7.692307692307695
sh.600515,85.49030029231996,7.613469985358705
sz.000663,85.4637257507308,7.591623036649228
sh.600870,85.43715120914163,7.560137457044664
sh.603056,85.41057666755249,7.552870090634441
sh.600900,85.38400212596333,7.5262866629773075
sh.600197,85.35742758437416,7.4262461851475114
sz.000960,85.33085304278501,7.376283846872074
sh.603987,85.30427850119585,7.365145228215758
sz.300307,85.2777039596067,7.362784471218204
sh.601985,85.25112941801754,7.305936073059367
sh.600865,85.22455487642839,7.285714285714283
sz.002315,85.19798033483923,7.272727272727268
sz.000900,85.17140579325006,7.216494845360831
sz.000534,85.14483125166092,7.215493428844119
sh.600337,85.11825671007175,7.207207207207214
sz.002585,85.09168216848259,7.116564417177915
sz.002967,85.06510762689344,7.028753993610229
sz.000557,85.03853308530428,6.963788300835655
sh.603680,85.01195854371512,6.952303961196453
sh.603519,84.98538400212597,6.896551724137931
sz.002410,84.9588094605368,6.849860613301469
sh.603039,84.93223491894764,6.7658998646820026
sz.000673,84.90566037735849,6.756756756756762
sz.002003,84.87908583576933,6.689536878216118
sz.300618,84.85251129418018,6.668212918937725
sh.603396,84.82593675259102,6.646153846153835
sz.002948,84.79936221100186,6.589147286821702
sz.000651,84.7727876694127,6.422878985675075
sz.002196,84.74621312782354,6.410256410256404
sz.300207,84.7196385862344,6.3777596075224805
sh.600333,84.69306404464523,6.367924528301877
sh.600774,84.66648950305607,6.323529411764715
sh.600773,84.63991496146691,6.310013717421124
sz.000837,84.61334041987776,6.214689265536725
sz.000723,84.58676587828859,6.193353474320244
sh.603355,84.56019133669945,6.186317321688498
sh.600699,84.53361679511029,6.181665264928506
sz.300791,84.50704225352112,6.177526936890708
sh.600398,84.48046771193198,6.129032258064514
sh.600315,84.45389317034281,6.122164910122952
sz.002221,84.42731862875365,6.093906093906088
sz.300355,84.4007440871645,5.993690851735014
sh.601163,84.37416954557534,5.847176079734212
sz.000869,84.34759500398619,5.84097859327216
sh.601088,84.32102046239703,5.756791720569214
sz.000408,84.29444592080787,5.742821473158562
sz.002254,84.2678713792187,5.739238927011841
sz.002586,84.24129683762955,5.641025641025646
sh.600985,84.21472229604039,5.531453362255963
sz.000403,84.18814775445124,5.504385964912276
sz.300470,84.16157321286208,5.4772727272727195
sh.600212,84.13499867127292,5.414012738853501
sz.300630,84.10842412968375,5.367561260210028
sz.000727,84.0818495880946,5.3333333333333375
sh.600306,84.05527504650546,5.309734513274342
sz.300244,84.02870050491629,5.29971700540263
sz.300403,84.00212596332713,5.291005291005288
sz.000922,83.97555142173798,5.290322580645164
sz.300283,83.94897688014882,5.251641137855565
sh.688111,83.92240233855965,5.239999999999995
sz.300444,83.89582779697051,5.213270142180111
sz.002832,83.86925325538135,5.167958656330754
sh.603883,83.84267871379218,5.114828833682339
sh.600862,83.81610417220303,5.099046221570055
sz.002726,83.78952963061387,4.895104895104899
sz.000932,83.76295508902471,4.867256637168156
sz.002780,83.73638054743554,4.854368932038822
sz.300131,83.7098060058464,4.848484848484853
sh.601111,83.68323146425725,4.836415362731151
sh.603605,83.65665692266808,4.677419354838704
sz.000631,83.63008238107894,4.651162790697679
sz.300582,83.60350783948977,4.651162790697667
sh.603906,83.57693329790061,4.577464788732398
sz.002440,83.55035875631145,4.467005076142127
sz.002299,83.5237842147223,4.434270506653013
sz.300648,83.49720967313314,4.414099714194996
sh.601318,83.47063513154399,4.376081996399337
sz.002891,83.44406058995483,4.263727121464235
sz.002936,83.41748604836566,4.232804232804237
sh.601997,83.3909115067765,4.171934260429837
sz.300249,83.36433696518735,4.097116843702587
sh.601028,83.33776242359819,4.026845637583897
sz.300772,83.31118788200904,4.007633587786264
sh.600115,83.28461334041988,3.9735099337748276
sh.603737,83.25803879883071,3.9721882443829184
sh.601766,83.23146425724156,3.937465807451211
sz.002420,83.20488971565241,3.896103896103894
sh.601016,83.17831517406324,3.833865814696489
sh.603515,83.15174063247409,3.7520391517128946
